nid,refseq_id,ncbi_name,ncbi_taxid,ncbi_species,ncbi_species_id
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900555615,GCA_905198135.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900556345,GCA_905213115.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900556695,GCA_900556695.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900753165,GCA_905212725.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900754285,GCA_905201775.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp905213875,GCA_905213875.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000435755,GCA_000435755.1,Clostridium sp. CAG:508,1262815,Clostridium sp. CAG,1262815.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000437855,GCA_905203655.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355,GCA_905197015.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003507395,GCA_014872615.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003534295,GCA_018264835.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp900752095,GCA_905207025.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp902406115,GCA_905211625.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__CAG-452 sp000434035,GCA_000434035.1,Clostridium sp. CAG:452,1262810,Clostridium sp. CAG,1262810.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434015,GCA_905205825.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335,GCA_905205355.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp900553225,GCA_905197285.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp900557195,GCA_900557195.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__CAG-793 sp000433915,GCA_905209355.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__CAG-793 sp013333035,GCA_013333035.2,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__CAG-793 sp013333395,GCA_013333395.2,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__HGM13634;s__HGM13634 sp900770385,GCA_900770385.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola;s__Merdicola sp001915925,GCA_001915925.1,Clostridium sp. CAG:354_28_25,1896989,Clostridium sp. CAG,1896989.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola;s__Merdicola sp900555085,GCA_905193065.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola;s__Merdicola sp900754085,GCA_905211295.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__SFKP01;s__SFKP01 sp004553715,GCA_004553715.1,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__UMGS1663 sp900553865,GCA_905206445.1,uncultured Clostridiaceae bacterium,195049,uncultured Clostridiaceae bacterium,195049.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__UMGS1663 sp900753245,GCA_900753245.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1754;s__UMGS1754 sp900759475,GCA_900759475.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__UMGS1781 sp900553365,GCA_905204095.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__UMGS1781 sp900553695,GCA_905205575.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__UMGS1781 sp900554635,GCA_905193795.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__UMGS1781 sp900555075,GCA_905197145.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1901;s__UMGS1901 sp900553755,GCA_905196995.1,uncultured Clostridiaceae bacterium,195049,uncultured Clostridiaceae bacterium,195049.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994;s__UMGS1994 sp900556975,GCA_900556975.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__UBA1234;g__HGM13618;s__HGM13618 sp900753975,GCA_905211205.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__UBA1234;g__UBA1234;s__UBA1234 sp900765095,GCA_905211875.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus lactolyticus,GCF_000156575.1,Anaerococcus lactolyticus ATCC 51172,525254,Anaerococcus lactolyticus,33032.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus obesiensis,GCF_015549525.1,Anaerococcus vaginalis,33037,Anaerococcus vaginalis,33037.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp900232825,GCF_900232825.1,Anaerococcus sp. Marseille-P3625,1977277,Anaerococcus sp. Marseille-P3625,1977277.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp900258475,GCF_900258475.1,Anaerococcus sp. Marseille-P3915,2057799,Anaerococcus sp. Marseille-P3915,2057799.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus tetradius,GCF_000159095.1,Anaerococcus tetradius ATCC 35098,525255,Anaerococcus tetradius,33036.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Ezakiella;s__Ezakiella coagulans,GCF_003096635.1,Ezakiella coagulans,46507,Ezakiella coagulans,46507.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Ezakiella;s__Ezakiella sp900540185,GCA_900540185.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Fenollaria;s__Fenollaria massiliensis,GCF_000312505.2,Fenollaria massiliensis,938288,Fenollaria massiliensis,938288.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Fenollaria;s__Fenollaria timonensis,GCF_001457835.1,Fenollaria timonensis,1723384,Fenollaria timonensis,1723384.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia magna,GCF_002243195.1,Finegoldia magna,1260,Finegoldia magna,1260.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia magna_H,GCF_002243235.1,Finegoldia magna,1260,Finegoldia magna,1260.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Helcococcus;s__Helcococcus sueciensis,GCF_000423145.1,Helcococcus sueciensis DSM 17243,1121947,Helcococcus sueciensis,241555.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Levyella;s__Levyella massiliensis,GCF_000308275.2,Levyella massiliensis,938289,Levyella massiliensis,938289.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella massiliensis,GCF_900059565.1,Murdochiella massiliensis,1673723,Murdochiella massiliensis,1673723.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas micra,GCF_008633155.1,Parvimonas micra,33033,Parvimonas micra,33033.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp000223315,GCF_000223315.1,Parvimonas sp. oral taxon 393 str. F0440,944565,Parvimonas sp. oral taxon 393,713008.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001553085,GCF_001553085.1,Parvimonas sp. KA00067,1588755,Parvimonas sp. KA00067,1588755.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp015257355,GCA_015257355.1,Parvimonas sp.,1944660,Parvimonas sp.,1944660.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A gorbachii,GCF_016908115.1,Peptoniphilus gorbachii,411567,Peptoniphilus gorbachii,411567.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A grossensis,GCF_001811425.1,Peptoniphilus sp. HMSC062D09,1739305,Peptoniphilus sp. HMSC062D09,1739305.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei_A,GCF_015556395.1,Peptoniphilus harei,54005,Peptoniphilus harei,54005.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacrimalis,GCF_000176955.1,Peptoniphilus lacrimalis 315-B,596330,Peptoniphilus lacrimalis,33031.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A senegalensis,GCF_000321025.1,Peptoniphilus senegalensis JC140,1033744,Peptoniphilus senegalensis,1465757.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_B;s__Peptoniphilus_B duerdenii,GCF_000146345.1,Peptoniphilus duerdenii ATCC BAA-1640,862517,Peptoniphilus duerdenii,507750.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_B;s__Peptoniphilus_B sp000478985,GCF_000478985.1,Peptoniphilus sp. BV3C26,1111134,Peptoniphilus sp. BV3C26,1111134.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_C;s__Peptoniphilus_C coxii,GCF_001553115.1,Peptoniphilus coxii,755172,Peptoniphilus coxii,755172.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_C;s__Peptoniphilus_C sp900343085,GCF_900343085.1,Peptoniphilus sp. Marseille-P3761,2058292,Peptoniphilus sp. Marseille-P3761,2058292.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_E;s__Peptoniphilus_E obesi,GCF_000311865.1,Peptoniphilus obesi ph1,1118062,Peptoniphilus obesi,1472765.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Urinicoccus;s__Urinicoccus massiliensis,GCA_900683675.1,Urinicoccus massiliensis,1723382,Urinicoccus massiliensis,1723382.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1255;g__Egerieisoma;s__Egerieisoma faecipullorum,GCA_018714995.1,Candidatus Egerieisoma faecipullorum,2840963,Candidatus Egerieisoma faecipullorum,2840963.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1255;g__Egerieisoma;s__Egerieisoma sp900552695,GCA_018371665.1,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1255;g__UMGS1851;s__UMGS1851 sp900555605,GCA_905210115.1,uncultured Oscillospiraceae bacterium,707003,uncultured Oscillospiraceae bacterium,707003.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215,GCA_003477645.1,Firmicutes bacterium AF36-3BH,2292889,Firmicutes bacterium AF36-3BH,2292889.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__HGM11525;s__HGM11525 sp900770405,GCA_900770405.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__RQCD01;s__RQCD01 sp008668455,GCA_008668455.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__UBA4716;s__UBA4716 sp002438865,GCA_002404425.1,Clostridiales bacterium UBA4716,1950890,Clostridiales bacterium UBA4716,1950890.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__UBA4716;s__UBA4716 sp900556575,GCA_900556575.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA9506;g__UBA9506;s__UBA9506 sp003506415,GCA_014384785.1,Congzhengia minquanensis,2763657,Clostridiaceae bacterium H8,2763657.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA9506;g__UMGS755;s__UMGS755 sp900545185,GCA_900762895.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__NSJ-50;s__NSJ-50 sp014385105,GCA_014385105.1,Qingrenia yutianensis,2763676,Oscillospiraceae bacterium NSJ-50,2763676.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1840;f__HGM11507;g__HGM11507;s__HGM11507 sp900761005,GCF_018918095.1,Acetivibrio sp. MSJd-27,2841523,Acetivibrio sp. MSJd-27,2841523.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__HGM11501;g__HGM11501;s__HGM11501 sp900766735,GCA_905193885.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__UMGS1540;g__UMGS1540;s__UMGS1540 sp900552775,GCA_900552775.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__UMGS1883;g__UMGS1883;s__UMGS1883 sp905195005,GCA_905195005.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA4068;f__UBA4068;g__HGM13862;s__HGM13862 sp900760825,GCA_900760825.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA7702;f__UBA7702;g__Cryptoclostridium;s__Cryptoclostridium obscurum,GCA_019116715.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfotomaculaceae;g__Desulfotomaculum;s__Desulfotomaculum ruminis,GCF_000215085.1,Desulforamulus ruminis DSM 2154,696281,Desulfotomaculum ruminis,1564.0
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus;s__Peptococcus niger,GCF_900101835.1,Peptococcus niger,2741,Peptococcus niger,2741.0
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01;s__QAKL01 sp003343815,GCA_003343815.1,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp900556545,GCA_900556545.1,uncultured Peptococcaceae bacterium,329911,uncultured Peptococcaceae bacterium,329911.0
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp900756555,GCA_900756555.1,Peptococcaceae bacterium,2052179,Peptococcaceae bacterium,2052179.0
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405,GCA_910585405.1,uncultured Peptococcaceae bacterium,329911,uncultured Peptococcaceae bacterium,329911.0
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900552455,GCA_905200505.1,uncultured Peptococcaceae bacterium,329911,uncultured Peptococcaceae bacterium,329911.0
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900553245,GCA_900755305.1,Peptococcaceae bacterium,2052179,Peptococcaceae bacterium,2052179.0
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900759105,GCA_900759105.1,Peptococcaceae bacterium,2052179,Peptococcaceae bacterium,2052179.0
d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105,GCA_002316855.1,Syntrophomonas sp. UBA1034,1947613,Syntrophomonas sp. UBA1034,1947613.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus fermentans,GCF_000025305.1,Acidaminococcus fermentans DSM 20731,591001,Acidaminococcus fermentans,905.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus fermentans_A,GCA_004555735.1,Acidaminococcus fermentans,905,Acidaminococcus fermentans,905.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus intestini,GCF_003603525.1,Acidaminococcus sp. AM33-14BH,2292909,Acidaminococcus sp. AM33-14BH,2292909.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus massiliensis,GCF_900095825.1,Acidaminococcus massiliensis,1852375,Acidaminococcus massiliensis,1852375.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus provencensis,GCF_003472805.1,Acidaminococcus sp. AM05-11,2291997,Acidaminococcus sp. AM05-11,2291997.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus sp000437815,GCF_009696675.1,Acidaminococcus fermentans,905,Acidaminococcus fermentans,905.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus sp905213155,GCA_905213155.1,uncultured Acidaminococcus sp.,352152,uncultured Acidaminococcus sp.,352152.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus timonensis,GCF_900106585.1,Acidaminococcus timonensis,1871002,Acidaminococcus timonensis,1871002.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__CAG-266;s__CAG-266 sp000436095,GCA_019117465.1,Candidatus Phascolarctobacterium stercoravium,2838728,Candidatus Phascolarctobacterium stercoravium,2838728.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,GCF_009719025.1,Phascolarctobacterium faecium,33025,Phascolarctobacterium faecium,33025.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium sp900544795,GCA_905208795.1,uncultured Phascolarctobacterium sp.,512296,uncultured Phascolarctobacterium sp.,512296.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium sp900545535,GCA_905213185.1,uncultured Phascolarctobacterium sp.,512296,uncultured Phascolarctobacterium sp.,512296.0
