covered_ec_count,pathway_id,pathway_name,total_ec_count,pathway_ec,covered_ec,covered_ratio
2.0,PWY-8294,L-aspartate degradation III (anaerobic),2.0,"4.3.1.1,6.3.1.2","4.3.1.1,6.3.1.2",1.0
2.0,PWY-8291,L-aspartate degradation II (aerobic),2.0,"4.3.1.1,6.3.1.2","4.3.1.1,6.3.1.2",1.0
2.0,PWY-5151,L-tyrosine degradation II,5.0,"1.2.3.13,2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27","2.6.1.57,2.6.1.1",0.4
3.0,PWY3O-4108,L-tyrosine degradation III,7.0,"1.1.1.1,2.6.1.58,2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27,4.1.1.80","1.1.1.1,2.6.1.57,2.6.1.1",0.42857142857142855
3.0,PWY-8016,L-tyrosine degradation V (reductive Stickland reaction),8.0,"1.3.8.15,2.8.3.17,1.1.1.110,4.2.1.175,2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27","2.8.3.17,2.6.1.57,2.6.1.1",0.375
3.0,PWY-7514,L-tyrosine degradation IV (to 4-methylphenol),6.0,"1.2.3.13,4.1.1.83,2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27","2.6.1.57,2.6.1.1,4.1.1.83",0.5
6.0,TYRFUMCAT-PWY,L-tyrosine degradation I,8.0,"3.7.1.2,5.2.1.2,1.13.11.5,1.13.11.27,2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27","3.7.1.2,2.6.1.57,5.2.1.2,1.13.11.5,2.6.1.1,1.13.11.27",0.75
1.0,GLUTAMINEFUM-PWY,L-glutamine degradation II,1.0,1.4.1.13,1.4.1.13,1.0
2.0,GLUTAMINDEG-PWY,L-glutamine degradation I,2.0,"3.5.1.38,3.5.1.2","3.5.1.2,3.5.1.38",1.0
6.0,PWY-6328,L-lysine degradation X,6.0,"2.6.1.82,2.8.3.13,1.2.1.19,2.6.1.48,4.1.1.18,1.2.1.20","2.8.3.13,2.6.1.48,2.6.1.82,1.2.1.19,1.2.1.20,4.1.1.18",1.0
3.0,PWY66-425,L-lysine degradation II (L-pipecolate pathway),7.0,"1.5.1,1.5.1.1,2.6.1.39,1.4.3.14,1.5.3.7,2.6.1,1.2.1.105","2.6.1.39,1.5.3.7,1.5.1.1",0.42857142857142855
1.0,PWY-6059,dimethyl sulfide degradation II (oxidation),3.0,"1.14.13.245,1.14.14.34,1.14.14.35",1.14.14.35,0.3333333333333333
1.0,PWY-6634,3-sulfopropanediol degradation I,2.0,"1.1.1,1.1.1.308",1.1.1.308,0.5
1.0,PWY-5350,thiosulfate disproportionation IV (rhodanese),1.0,2.8.1.1,2.8.1.1,1.0
1.0,PWY-5274,sulfide oxidation II (flavocytochrome c),1.0,1.8.2.3,1.8.2.3,1.0
2.0,PWY-7927,sulfide oxidation IV (mitochondria),3.0,"1.8.3.1,1.8.5.8,2.8.1.1","1.8.3.1,2.8.1.1",0.6666666666666666
3.0,PWY-6616,sulfolactate degradation I,3.0,"4.4.1.24,1.1.1.338,1.1.1.310","1.1.1.338,1.1.1.310,4.4.1.24",1.0
4.0,PWY1ZNC-1,assimilatory sulfate reduction IV,4.0,"2.7.7.4,1.8.7.1,2.7.1.25,1.8.4.8","1.8.7.1,2.7.7.4,1.8.4.8,2.7.1.25",1.0
3.0,PWY-6683,assimilatory sulfate reduction III,3.0,"2.7.7.4,1.8.4.10,1.8.1.2","1.8.4.10,2.7.7.4,1.8.1.2",1.0
2.0,SULFMETII-PWY,assimilatory sulfate reduction II,3.0,"2.7.7.4,1.8.7.1,1.8.4.9","2.7.7.4,1.8.7.1",0.6666666666666666
1.0,PWY-6046,dimethylsulfoniopropanoate degradation I (cleavage),1.0,4.4.1.3,4.4.1.3,1.0
1.0,PWY-6718,sulfoacetaldehyde degradation III,1.0,1.1.1.313,1.1.1.313,1.0
1.0,PWY-8062,sulfoacetaldehyde degradation IV,3.0,"4.4.1.38,1.1.1.433,1.2.1.10",1.2.1.10,0.3333333333333333
1.0,N2FIX-PWY,nitrogen fixation I (ferredoxin),1.0,1.18.6.1,1.18.6.1,1.0
3.0,AMMASSIM-PWY,ammonia assimilation cycle III,3.0,"6.3.1.2,3.5.1.38,3.5.1.2","3.5.1.2,6.3.1.2,3.5.1.38",1.0
1.0,PWY-5675,nitrate reduction V (assimilatory),2.0,"1.7.1.3,1.7.1.4",1.7.1.4,0.5
1.0,PWY-381,nitrate reduction II (assimilatory),2.0,"1.7.7.1,1.7.1.1",1.7.7.1,0.5
2.0,PWY490-3,nitrate reduction VI (assimilatory),2.0,"1.7.7.1,1.7.7.2","1.7.7.2,1.7.7.1",1.0
7.0,PWY-7807,glyphosate degradation III,7.0,"3.1.4.55,3.6.1.63,3.6.1.1,2.7.4.23,2.7.8.37,2.4.2.7,4.7.1.1","4.7.1.1,2.7.4.23,3.1.4.55,3.6.1.63,3.6.1.1,2.7.8.37,2.4.2.7",1.0
1.0,PWY-7806,glyphosate degradation II,1.0,1.4.3.19,1.4.3.19,1.0
5.0,PWY0-42,2-methylcitrate cycle I,5.0,"2.3.3.5,4.1.3.30,6.2.1.17,4.2.1.79,4.2.1.99","4.1.3.30,4.2.1.79,6.2.1.17,4.2.1.99,2.3.3.5",1.0
5.0,PWY-5747,2-methylcitrate cycle II,5.0,"2.3.3.5,4.1.3.30,6.2.1.17,4.2.1.99,4.2.1.117","4.2.1.117,4.1.3.30,6.2.1.17,4.2.1.99,2.3.3.5",1.0
4.0,PWY-7111,pyruvate fermentation to isobutanol (engineered),5.0,"1.1.1.86,2.2.1.6,4.2.1.9,4.1.1.72,1.1.1.1","4.2.1.9,1.1.1.1,2.2.1.6,1.1.1.86",0.8
5.0,PWY-6863,pyruvate fermentation to hexanol (engineered),9.0,"1.3.1.44,1.1.1,4.2.1.150,1.1.1.35,1.2.7.1,1.2.1,4.2.1.74,2.3.1.16,2.3.1.9","1.1.1.35,1.2.7.1,1.3.1.44,2.3.1.9,2.3.1.16",0.5555555555555556
5.0,PWY-7396,butanol and isobutanol biosynthesis (engineered),8.0,"2.3.3.7,1.1.1,4.1.1.72,1.1.1.1,1.4.3.3,1.4.3.19,1.1.1.85,4.1.1.1","1.4.3.3,1.1.1.85,4.1.1.1,1.4.3.19,1.1.1.1",0.625
6.0,PWY-7385,"1,3-propanediol biosynthesis (engineered)",9.0,"2.7.1.1,2.7.1.2,4.2.1.30,1.1.1.8,1.1.1,3.1.3.21,2.7.1.11,4.1.2.13,5.3.1.9","2.7.1.2,2.7.1.11,5.3.1.9,4.1.2.13,4.2.1.30,2.7.1.1",0.6666666666666666
18.0,P122-PWY,heterolactic fermentation,19.0,"5.3.1.9,2.7.1.1,2.7.1.2,1.1.1.27,1.2.1.10,5.4.2.11,1.1.1.351,4.2.1.11,3.1.1.31,2.7.2.3,1.1.1.28,1.1.1.1,4.1.2.9,5.1.3.1,1.2.1.12,1.1.1.49,2.3.1.8,2.7.1.4,2.7.1.40","3.1.1.31,2.7.1.2,4.2.1.11,1.1.1.49,2.7.1.40,1.2.1.12,2.3.1.8,4.1.2.9,1.1.1.28,1.2.1.10,5.1.3.1,5.3.1.9,5.4.2.11,1.1.1.1,1.1.1.27,2.7.1.4,2.7.2.3,2.7.1.1",0.9473684210526315
6.0,PWY-5677,succinate fermentation to butanoate,8.0,"1.3.1.109,1.1.1.61,2.8.3.18,1.2.1.76,2.8.3.1,2.8.3.8,4.2.1.120,2.8.3.M6","2.8.3.8,1.2.1.76,1.1.1.61,2.8.3.1,2.8.3.18,4.2.1.120",0.75
12.0,PWY-8086,"(S)-lactate fermentation to propanoate, acetate and hydrogen",13.0,"2.7.2.15,2.7.2.1,7.2.4.3,5.1.99.1,1.1.1.27,2.8.3.27,1.3.5.1,2.3.1.54,6.4.1.1,4.2.1.2,1.1.1.37,2.3.1.8,5.4.99.2","2.3.1.54,5.1.99.1,1.1.1.37,2.3.1.8,5.4.99.2,4.2.1.2,7.2.4.3,1.3.5.1,6.4.1.1,2.7.2.1,1.1.1.27,2.7.2.15",0.9230769230769231
6.0,PWY-8377,"lactate fermentation to acetate, CO2 and hydrogen (Desulfovibrionales)",8.0,"2.7.2.15,2.7.2.1,1.1.2.5,1.12.2.1,1.2.7.1,1.17.2.3,1.1.2.3,2.3.1.8","1.1.2.3,2.3.1.8,1.2.7.1,1.12.2.1,2.7.2.1,2.7.2.15",0.75
2.0,PWY-5768,pyruvate fermentation to acetate VIII,2.0,"1.2.1.4,4.1.1.1","4.1.1.1,1.2.1.4",1.0
1.0,PWY-4841,UDP-alpha-D-glucuronate biosynthesis (from myo-inositol),3.0,"1.13.99.1,2.7.1.43,2.7.7.44",2.7.1.43,0.3333333333333333
2.0,PWY-4101,D-sorbitol degradation I,2.0,"1.1.1.14,2.7.1.4","2.7.1.4,1.1.1.14",1.0
3.0,PWY-7787,L-threitol degradation,4.0,"2.7.1.209,1.1.1.M29,5.3.1.33,5.3.1.34","2.7.1.209,5.3.1.34,5.3.1.33",0.75
3.0,PWY-6531,mannitol cycle,4.0,"3.1.3.22,1.1.1.17,2.7.1.4,1.1.1.67","1.1.1.17,2.7.1.4,1.1.1.67",0.75
3.0,PWY-7786,D-threitol degradation,3.0,"2.7.1.210,1.1.1.403,5.3.1.34","2.7.1.210,1.1.1.403,5.3.1.34",1.0
2.0,PWY-7241,myo-inositol degradation II,4.0,"5.3.3,5.1.2.7,1.1.1,1.1.1.18","5.1.2.7,1.1.1.18",0.5
2.0,PWY-7862,D-altritol and galactitol degradation,4.0,"5.1.3.40,2.7.1.101,1.1.1.407,1.1.1.16","2.7.1.101,1.1.1.16",0.5
12.0,PWY0-1261,peptidoglycan recycling I,13.0,"2.5.1.7,3.5.1.25,1.3.1.98,6.3.2.45,3.5.1.28,3.2.1.52,4.2.1.126,4.2.2.f,2.7.1.170,3.4.17.13,5.4.2.10,2.3.1.157,2.7.7.23","3.2.1.52,3.5.1.25,3.5.1.28,1.3.1.98,4.2.1.126,2.7.7.23,5.4.2.10,3.4.17.13,6.3.2.45,2.7.1.170,2.3.1.157,2.5.1.7",0.9230769230769231
8.0,PWY-7883,peptidoglycan recycling II,9.0,"2.7.7.99,3.4.17.13,6.3.2.45,3.1.3.105,3.5.1.28,3.2.1.52,4.2.2.f,2.7.1.170,2.7.1.221","3.2.1.52,3.5.1.28,3.1.3.105,3.4.17.13,6.3.2.45,2.7.1.170,2.7.1.221,2.7.7.99",0.8888888888888888
4.0,PWY-7446,sulfoquinovose degradation I,5.0,"4.1.2.57,2.7.1.184,1.1.1.373,5.1.3.43,5.3.1.31","2.7.1.184,1.1.1.373,5.3.1.31,4.1.2.57",0.8
1.0,PWY-8213,sulfoquinovose degradation III,3.0,"2.2.1.14,5.3.1.31,1.2.1.97",5.3.1.31,0.3333333333333333
3.0,PWY-8350,sulfoquinovose degradation VI,4.0,"2.7.1.184,5.3.1.31,1.2.1.97,4.1.2.57","2.7.1.184,5.3.1.31,4.1.2.57",0.75
1.0,PWY-8349,sulfoquinovose degradation V,5.0,"5.3.1.37,1.1.1.433,5.1.3.43,5.3.1.31,2.2.1.15",5.3.1.31,0.2
1.0,PWY-8391,D-galacturonate degradation III,2.0,"3.1.1.M28,1.1.1.203",1.1.1.203,0.5
1.0,PWY-6972,oleandomycin activation/inactivation,3.0,"3.2.1,2.4.1,7.6.2.2",7.6.2.2,0.3333333333333333
1.0,PWY-8390,D-glucuronate degradation III,2.0,"3.1.1.M28,1.1.1.203",1.1.1.203,0.5
1.0,PWY-5441,S-methyl-L-methionine cycle,2.0,"2.1.1.10,2.1.1.12",2.1.1.10,0.5
1.0,BGALACT-PWY,lactose degradation III,1.0,3.2.1.108,3.2.1.108,1.0
4.0,LACTOSECAT-PWY,lactose and galactose degradation I,4.0,"3.2.1.85,2.7.1.144,5.3.1.26,4.1.2.40","3.2.1.85,4.1.2.40,5.3.1.26,2.7.1.144",1.0
4.0,PWY-2722,trehalose degradation IV,4.0,"2.7.1.1,2.7.1.2,2.4.1.64,5.4.2.6","5.4.2.6,2.4.1.64,2.7.1.2,2.7.1.1",1.0
2.0,PWY0-1466,trehalose degradation VI (periplasmic),2.0,"5.1.3.3,3.2.1.28","5.1.3.3,3.2.1.28",1.0
2.0,PWY-2721,trehalose degradation III,2.0,"2.4.1.216,5.4.2.6","5.4.2.6,2.4.1.216",1.0
3.0,PWY-2723,trehalose degradation V,4.0,"5.4.2.2,2.7.1.1,2.7.1.2,2.4.1.231","5.4.2.2,2.7.1.2,2.7.1.1",0.75
3.0,TREDEGLOW-PWY,trehalose degradation I (low osmolarity),3.0,"2.7.1.1,2.7.1.2,3.2.1.93","3.2.1.93,2.7.1.2,2.7.1.1",1.0
1.0,PWY-8331,D-arabinose degradation IV,5.0,"1.1.1.ex,4.2.1.5,3.7.1.26,1.1.1.427,3.1.1.30",4.2.1.5,0.2
1.0,PWY-6693,D-galactose degradation IV,2.0,"1.1.1.21,1.1.1",1.1.1.21,0.5
5.0,PWY-6317,D-galactose degradation I (Leloir pathway),5.0,"5.1.3.3,5.4.2.2,2.7.7.12,2.7.1.6,5.1.3.2","2.7.7.12,5.1.3.2,2.7.1.6,5.1.3.3,5.4.2.2",1.0
4.0,PWY-6714,L-rhamnose degradation III,6.0,"3.7.1.26,1.1.1.401,4.2.1.90,3.1.1.65,1.1.1.173,1.1.1.378","1.1.1.378,1.1.1.401,1.1.1.173,4.2.1.90",0.6666666666666666
5.0,PWY-6713,L-rhamnose degradation II,7.0,"4.1.2.53,1.2.1,4.2.1.90,3.1.1.65,1.1.1.173,1.2.1.22,1.1.1.378","1.1.1.378,4.1.2.53,1.1.1.173,4.2.1.90,1.2.1.22",0.7142857142857143
5.0,PWY-621,sucrose degradation III (sucrose invertase),6.0,"2.7.1.4,2.7.1.1,2.7.1.2,3.2.1.26,3.2.1.48,5.3.1.9","2.7.1.2,3.2.1.26,5.3.1.9,2.7.1.4,2.7.1.1",0.8333333333333334
1.0,SUCROSEUTIL2-PWY,sucrose degradation VII (sucrose 3-dehydrogenase),4.0,"1.1.1,1.1.2.11,2.7.1.4,3.2.1.bc",2.7.1.4,0.25
4.0,PWY-5384,sucrose degradation IV (sucrose phosphorylase),4.0,"5.4.2.2,2.4.1.7,2.7.1.4,5.3.1.9","5.4.2.2,2.7.1.4,2.4.1.7,5.3.1.9",1.0
5.0,PWY66-373,sucrose degradation V (sucrose alpha-glucosidase),6.0,"3.2.1.26,3.2.1.48,5.3.1.1,4.1.2.13,2.7.1.28,2.7.1.3","3.2.1.26,5.3.1.1,4.1.2.13,2.7.1.28,2.7.1.3",0.8333333333333334
2.0,SUCUTIL-PWY,sucrose degradation I (sucrose phosphotransferase),3.0,"3.2.1,2.7.1.211,2.7.1.4","2.7.1.211,2.7.1.4",0.6666666666666666
7.0,PWY-2221,Entner-Doudoroff pathway III (semi-phosphorylative),13.0,"1.2.1.90,2.7.1.178,2.7.1.45,3.1.1.17,4.2.1.11,5.4.2.12,4.1.2.55,4.1.2.14,1.1.1.119,1.1.1.360,4.2.1.140,4.2.1.39,2.7.1.40","4.2.1.11,2.7.1.40,5.4.2.12,3.1.1.17,4.2.1.140,4.1.2.14,2.7.1.45",0.5384615384615384
8.0,NPGLUCAT-PWY,Entner-Doudoroff pathway II (non-phosphorylative),11.0,"1.2.99.8,3.1.1.17,2.7.1.165,4.2.1.11,1.2.7.1,1.1.1.119,1.1.1.360,4.1.2.51,4.2.1.140,4.2.1.39,2.7.1.40","4.2.1.11,2.7.1.40,2.7.1.165,1.2.7.1,3.1.1.17,4.2.1.140,4.1.2.51,1.2.99.8",0.7272727272727273
2.0,PWY-8318,L-fucose degradation II,6.0,"1.1.1.ex,5.1.3.29,1.1.1.ey,3.7.1.26,4.2.1.68,3.1.1.am","5.1.3.29,4.2.1.68",0.3333333333333333
2.0,PWY-7581,N-acetylneuraminate and N-acetylmannosamine degradation II,2.0,"5.1.3.8,4.1.3.3","5.1.3.8,4.1.3.3",1.0
1.0,PWY-8330,D-xylose degradation VI,5.0,"3.1.1.68,1.1.1.ex,1.1.1.424,4.2.1.82,3.7.1.26",4.2.1.82,0.2
4.0,PWY-8020,D-xylose degradation V,5.0,"4.2.1.82,4.2.1.141,3.1.1.110,1.2.1.26,1.1.1.175","4.2.1.82,1.1.1.175,1.2.1.26,4.2.1.141",0.8
3.0,PWY-8334,D-arabinose degradation V,3.0,"1.1.1.21,2.7.1.47,1.1.1.250","2.7.1.47,1.1.1.21,1.1.1.250",1.0
3.0,PWY-7178,D-xylose degradation to ethylene glycol (engineered),3.0,"4.2.1.82,4.1.2.28,1.1.1.2","4.2.1.82,1.1.1.2,4.1.2.28",1.0
2.0,PWY-8060,2-deoxy-D-ribose degradation I,3.0,"4.1.2.4,2.7.1.229,1.2.1.10","1.2.1.10,4.1.2.4",0.6666666666666666
4.0,PWY-8058,2-deoxy-D-ribose degradation II,9.0,"1.1.1.M55,1.1.2.M2,2.7.1.165,6.2.1.16,2.3.1,3.1.1,3.1.2,2.3.1.16,2.3.1.9","2.3.1.9,2.7.1.165,2.3.1.16,6.2.1.16",0.4444444444444444
1.0,PWY3O-1743,D-mannose degradation II,2.0,"5.3.1.8,2.7.1.7",5.3.1.8,0.5
2.0,MANNCAT-PWY,D-mannose degradation I,2.0,"5.3.1.8,2.7.1.191","5.3.1.8,2.7.1.191",1.0
3.0,PWY-8329,L-arabinose degradation V,5.0,"3.7.1.26,1.1.1.376,1.1.1.401,4.2.1.25,3.1.1.15","1.1.1.401,4.2.1.25,3.1.1.15",0.6
4.0,PWY-8203,8-amino-7-oxononanoate biosynthesis IV,4.0,"1.3.1.9,4.2.1.59,1.1.1.100,2.3.1.47","1.3.1.9,4.2.1.59,1.1.1.100,2.3.1.47",1.0
2.0,PWY-7147,8-amino-7-oxononanoate biosynthesis II,2.0,"2.3.1.47,1.14.14.46","1.14.14.46,2.3.1.47",1.0
3.0,PWY-6907,thiamine diphosphate biosynthesis III (Staphylococcus),3.0,"3.1.3.100,2.7.6.2,2.5.1.3","2.7.6.2,2.5.1.3,3.1.3.100",1.0
4.0,PWY-7282,4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II,4.0,"1.4.3.5,2.7.4.7,1.1.1.65,2.7.1.35","2.7.1.35,1.1.1.65,2.7.4.7,1.4.3.5",1.0
2.0,PWY-6896,thiamine diphosphate salvage I,2.0,"2.7.1.89,2.7.4.16","2.7.1.89,2.7.4.16",1.0
1.0,PWY-6899,base-degraded thiamine salvage,2.0,"3.5.99.2,3.5.1",3.5.99.2,0.5
4.0,PWY-7357,thiamine phosphate formation from pyrithiamine and oxythiamine (yeast),5.0,"2.7.1.50,2.7.1.49,2.7.4.7,2.5.1.3,3.5.99","2.7.1.49,2.7.1.50,2.7.4.7,2.5.1.3",0.8
1.0,PWY-6898,thiamine diphosphate salvage III,1.0,2.7.6.2,2.7.6.2,1.0
7.0,PWY-7356,thiamine diphosphate salvage IV (yeast),7.0,"2.7.1.50,2.7.1.49,2.7.4.7,3.1.3.100,2.5.1.3,2.7.6.2,3.5.99.2","2.7.1.50,2.7.4.7,2.7.1.49,2.5.1.3,2.7.6.2,3.5.99.2,3.1.3.100",1.0
1.0,PWY-6752,o-diquinones biosynthesis,1.0,1.10.3.1,1.10.3.1,1.0
4.0,PWY-5751,phenylethanol biosynthesis,7.0,"1.4.3.21,1.4.3.4,1.1.1,1.1.1.1,4.1.1.28,4.1.1.53,4.1.1.109","1.4.3.21,1.4.3.4,4.1.1.28,1.1.1.1",0.5714285714285714
1.0,PWY-6707,gallate biosynthesis,1.0,4.2.1.10,4.2.1.10,1.0
2.0,PWY-6766,salicin biosynthesis,4.0,"2.4.1.172,1.1.1.90,1.2.1.28,1","1.2.1.28,1.1.1.90",0.5
8.0,PWY-3841,folate transformations II (plants),10.0,"1.5.1.5,2.1.1.13,1.5.1.54,3.5.4.9,6.3.4.3,2.1.1.45,1.4.1.27,6.3.3.2,2.1.2.1,1.5.1.3","1.5.1.5,3.5.4.9,2.1.1.45,6.3.3.2,2.1.1.13,2.1.2.1,1.5.1.3,6.3.4.3",0.8
3.0,PWY-8088,dipicolinate biosynthesis,4.0,"1.2.1.11,1.17.1,4.3.3.7,2.7.2.4","4.3.3.7,2.7.2.4,1.2.1.11",0.75
8.0,PWY-2201,folate transformations I,13.0,"1.5.1.5,2.1.1.13,1.5.1.54,3.5.4.9,6.3.4.3,1.4.1.27,1.5.1.20,6.3.3.2,2.1.2.1,1.5.1.15,3.5.1.10,1.5.7.1,1.5.1.53","1.5.1.5,3.5.4.9,6.3.3.2,2.1.2.1,2.1.1.13,6.3.4.3,1.5.1.20,3.5.1.10",0.6153846153846154
1.0,PWY-6320,phaselate biosynthesis,4.0,"1.14.14.96,2.3.1.133,6.2.1.12,2.3.1",2.3.1.133,0.25
7.0,1CMET2-PWY,folate transformations III (E. coli),9.0,"1.5.1.5,2.1.1.13,1.5.1.54,3.5.4.9,1.4.1.27,2.1.1.45,6.3.3.2,2.1.2.1,1.5.1.3","1.5.1.5,3.5.4.9,2.1.1.45,6.3.3.2,2.1.1.13,2.1.2.1,1.5.1.3",0.7777777777777778
3.0,PWY-6763,salicortin biosynthesis,8.0,"1.1.1.90,1.2.1.28,2.3.1.196,1.14.13,4.2.1,6.2.1.25,2.4.1,1.13.12","1.2.1.28,6.2.1.25,1.1.1.90",0.375
3.0,PWY-6797,6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus),5.0,"3.5.4.39,4.1.2.25,2.7.6.3,3.6.1,3.1.4.56","4.1.2.25,3.5.4.39,2.7.6.3",0.6
2.0,PWY-7853,6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (Pyrococcus),4.0,"3.1.4.56,4.1.2.59,3.5.4.39,2.7.6.3","3.5.4.39,2.7.6.3",0.5
2.0,PWY-7852,6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium),3.0,"4.1.2.60,3.5.4.16,2.7.6.3","3.5.4.16,2.7.6.3",0.6666666666666666
4.0,PWY-7539,6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),5.0,"3.5.4.25,4.1.2.25,2.7.6.3,4.2.1.160,3.6.1","4.1.2.25,3.5.4.25,4.2.1.160,2.7.6.3",0.8
1.0,PWY-7378,aminopropanol phosphate biosynthesis II,2.0,"1.1.1.75,1.1.1.103",1.1.1.103,0.5
3.0,PWY-7965,2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,3.0,"3.1.3.73,2.4.2.21,2.7.8.26","2.7.8.26,2.4.2.21,3.1.3.73",1.0
3.0,PWY-7968,5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,3.0,"3.1.3.73,2.4.2.21,2.7.8.26","2.7.8.26,2.4.2.21,3.1.3.73",1.0
2.0,PWY-5499,vitamin B6 degradation I,9.0,"3.1.1.27,3.5.1.29,1.1.99.42,1.2.1.100,1.1.1.107,4.1.1.51,1.1.3.12,2.6.1.30,1.14.13.242","4.1.1.51,1.14.13.242",0.2222222222222222
2.0,PWY-7975,adenosylcobalamin biosynthesis from adenosylcobinamide-GDP II,3.0,"3.1.3.73,2.7.1,2.7.8.26","2.7.8.26,3.1.3.73",0.6666666666666666
1.0,PWY-7908,formaldehyde oxidation V (bacillithiol-dependent),2.0,"1.1.1.306,3.13.1",1.1.1.306,0.5
3.0,PWY-7964,adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,3.0,"3.1.3.73,2.4.2.21,2.7.8.26","2.7.8.26,2.4.2.21,3.1.3.73",1.0
3.0,PWY-7909,formaldehyde oxidation VII (THF pathway),3.0,"1.5.1.5,3.5.4.9,3.5.1.10","3.5.4.9,3.5.1.10,1.5.1.5",1.0
8.0,PWY-1861,formaldehyde assimilation II (assimilatory RuMP Cycle),8.0,"2.2.1.1,4.1.2.43,2.7.1.11,5.1.3.1,4.1.2.13,2.2.1.2,5.3.1.6,5.3.1.27","2.2.1.1,4.1.2.43,2.7.1.11,5.3.1.6,2.2.1.2,4.1.2.13,5.3.1.27,5.1.3.1",1.0
3.0,PWY-7967,5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,3.0,"3.1.3.73,2.4.2.21,2.7.8.26","2.7.8.26,2.4.2.21,3.1.3.73",1.0
10.0,PWY-1622,formaldehyde assimilation I (serine pathway),10.0,"5.4.2.11,2.7.1.165,4.1.1.31,6.2.1.9,4.2.1.11,2.1.2.1,1.1.1.37,1.1.1.81,4.1.3.24,2.6.1.45","1.1.1.37,4.2.1.11,4.1.1.31,2.7.1.165,6.2.1.9,1.1.1.81,2.6.1.45,5.4.2.11,2.1.2.1,4.1.3.24",1.0
10.0,P185-PWY,formaldehyde assimilation III (dihydroxyacetone cycle),11.0,"2.2.1.3,2.2.1.1,3.1.3.11,5.3.1.1,2.7.1.29,2.7.2.3,5.1.3.1,4.1.2.13,2.2.1.2,5.3.1.6,1.2.1.12","2.2.1.1,1.2.1.12,2.7.1.29,5.3.1.1,5.3.1.6,2.2.1.2,4.1.2.13,3.1.3.11,5.1.3.1,2.7.2.3",0.9090909090909091
3.0,PWY-7970,benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,3.0,"3.1.3.73,2.4.2.21,2.7.8.26","2.7.8.26,2.4.2.21,3.1.3.73",1.0
1.0,PWY-6509,methanol oxidation to formaldehyde III,1.0,1.1.99.37,1.1.99.37,1.0
2.0,PWY-5506,methanol oxidation to formaldehyde IV,3.0,"1.11.1.6,1.11.1.21,1.1.3.13","1.11.1.6,1.11.1.21",0.6666666666666666
2.0,PWY-7963,4-methylphenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,3.0,"3.1.3.73,2.4.2.55,2.7.8.26","2.7.8.26,3.1.3.73",0.6666666666666666
3.0,PWY-7966,5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,3.0,"3.1.3.73,2.4.2.21,2.7.8.26","2.7.8.26,2.4.2.21,3.1.3.73",1.0
2.0,PWYQT-4429,CO2 fixation into oxaloacetate (anaplerotic),2.0,"4.2.1.1,4.1.1.31","4.1.1.31,4.2.1.1",1.0
3.0,PWY-7969,5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,3.0,"3.1.3.73,2.4.2.21,2.7.8.26","2.7.8.26,2.4.2.21,3.1.3.73",1.0
10.0,PWY-7854,crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered),13.0,"6.2.1.56,4.2.1.148,1.1.1.co,2.3.3.9,5.4.99.63,1.3.3.M3,1.3.1.85,1.2.1.76,1.3.3.6,5.1.99.1,4.1.3.24,4.2.1.120,5.4.99.2","5.1.99.1,5.4.99.63,1.2.1.76,4.2.1.148,5.4.99.2,2.3.3.9,1.3.3.6,4.1.3.24,1.3.1.85,4.2.1.120",0.7692307692307693
2.0,PWY-5493,reductive monocarboxylic acid cycle,2.0,"1.2.7.1,2.3.1.54","2.3.1.54,1.2.7.1",1.0
2.0,PWY-7961,phenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,3.0,"3.1.3.73,2.4.2.55,2.7.8.26","2.7.8.26,3.1.3.73",0.6666666666666666
2.0,PWY-6523,nitrite-dependent anaerobic methane oxidation,2.0,"1.7.2.1,1.14.13.25","1.14.13.25,1.7.2.1",1.0
1.0,PWY-8096,5-methoxybenzimidazole biosynthesis (anaerobic),2.0,"4.1.99.23,2.1.1.M9",4.1.99.23,0.5
1.0,PWY-8095,5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic),3.0,"2.1.1.M10,4.1.99.23,2.1.1.M9",4.1.99.23,0.3333333333333333
